id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
4479,2015-08-01,,Two year,Yes,Bank transfer (automatic),24.05,1230.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,
4480,2018-08-01,,Two year,No,Credit card (automatic),25.3,454.65,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,Yes,
4481,2019-11-01,,Month-to-month,No,Electronic check,84.3,235.05,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,No,
4482,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,70.1,70.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4483,2014-02-01,,Two year,No,Credit card (automatic),89.75,6595.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,
4484,2015-02-01,,One year,Yes,Electronic check,97.95,5867.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No,
4485,2019-03-01,,One year,Yes,Mailed check,20.0,196.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
4486,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,78.3,909.25,Fiber optic,Yes,No,No,No,No,No,Female,0,No,Yes,Yes,
4487,2015-01-01,,One year,No,Credit card (automatic),103.9,6449.15,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,
4488,2016-11-01,,Two year,No,Credit card (automatic),20.7,762.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4489,2015-04-01,2019-11-01,Month-to-month,Yes,Electronic check,96.8,5283.95,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,
4490,2018-07-01,2019-12-01,Month-to-month,Yes,Electronic check,94.4,1617.5,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,No,No,Yes,
4491,2017-01-01,,One year,No,Credit card (automatic),20.15,785.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4492,2014-02-01,,Two year,Yes,Mailed check,26.0,1776.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,
4493,2014-02-01,,Two year,No,Credit card (automatic),77.35,5396.25,DSL,No,Yes,Yes,Yes,Yes,No,Male,1,Yes,No,Yes,
4494,2019-06-01,,Month-to-month,No,Bank transfer (automatic),66.05,574.5,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,No,
4495,2018-04-01,,Month-to-month,No,Mailed check,19.9,400.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
4496,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,84.3,84.3,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,
4497,2016-12-01,,Month-to-month,No,Credit card (automatic),68.15,2656.3,DSL,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,
4498,2018-09-01,,One year,No,Electronic check,80.85,1445.95,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,No,
4499,2014-04-01,,Two year,Yes,Bank transfer (automatic),75.5,5212.65,DSL,No,Yes,Yes,Yes,Yes,No,Female,1,No,No,Yes,
4500,2013-10-01,2019-10-01,Two year,No,Credit card (automatic),92.45,6440.25,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,
4501,2017-10-01,,Month-to-month,Yes,Electronic check,80.6,2244.95,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,
4502,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No,
4503,2014-02-01,,Two year,Yes,Bank transfer (automatic),87.55,6463.15,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
4504,2018-12-01,2019-11-01,Month-to-month,Yes,Electronic check,99.55,1131.2,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,
4505,2019-04-01,2019-12-01,Month-to-month,Yes,Electronic check,81.25,585.95,Fiber optic,No,No,Yes,No,No,No,Male,1,No,No,Yes,
4506,2015-05-01,,One year,Yes,Bank transfer (automatic),109.4,6252.7,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,
4507,2019-11-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4508,2016-04-01,,Month-to-month,No,Electronic check,45.55,2062.15,DSL,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,No,
4509,2017-08-01,,One year,No,Credit card (automatic),20.7,587.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,
4510,2019-04-01,,Month-to-month,No,Electronic check,75.3,720.45,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,No,No,
4511,2017-11-01,2019-10-01,Month-to-month,Yes,Electronic check,99.25,2186.4,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,
4512,2017-06-01,,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,No,
4513,2019-01-01,,Month-to-month,Yes,Credit card (automatic),73.75,956.65,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,No,
4514,2016-09-01,2019-12-01,Two year,Yes,Electronic check,80.45,3201.55,Fiber optic,No,No,Yes,Yes,No,No,Female,0,No,No,No,
4515,2016-06-01,,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,No,
4516,2019-05-01,,Month-to-month,No,Mailed check,49.2,447.9,DSL,No,No,No,Yes,No,No,Male,1,No,No,No,
4517,2014-07-01,,Two year,No,Mailed check,19.65,1335.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
4518,2019-02-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,Yes,Yes,
4519,2018-09-01,2019-12-01,Month-to-month,Yes,Electronic check,79.75,1111.85,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,
4520,2014-03-01,,Two year,Yes,Bank transfer (automatic),105.15,7555.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,
4521,2020-01-01,,Month-to-month,No,Credit card (automatic),49.0,49.0,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,
4522,2017-07-01,2020-01-01,Month-to-month,Yes,Electronic check,100.05,3046.15,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,
4523,2018-09-01,,Month-to-month,Yes,Mailed check,49.8,836.35,DSL,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,No,
4524,2019-10-01,2020-01-01,Month-to-month,No,Electronic check,85.8,272.2,Fiber optic,No,No,No,Yes,No,Yes,Female,0,No,No,No,
4525,2014-04-01,2019-11-01,Two year,Yes,Electronic check,79.7,5293.4,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,
4526,2020-01-01,,Month-to-month,No,Bank transfer (automatic),20.95,20.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4527,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,50.55,50.55,DSL,No,No,No,No,No,No,Female,1,No,No,Yes,
4528,2017-06-01,,Month-to-month,No,Mailed check,79.3,2570.0,Fiber optic,No,No,Yes,No,No,No,Female,1,Yes,No,Yes,
4529,2016-09-01,,One year,No,Bank transfer (automatic),19.5,798.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4530,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,80.55,80.55,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,No,No,
4531,2020-01-01,,Month-to-month,No,Bank transfer (automatic),44.15,44.15,DSL,No,No,No,No,No,No,Female,0,No,No,No,
4532,2018-10-01,2019-10-01,Month-to-month,Yes,Electronic check,84.5,916.9,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,
4533,2014-12-01,,Month-to-month,Yes,Electronic check,105.5,6487.2,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,
4534,2018-02-01,2019-12-01,Month-to-month,Yes,Mailed check,84.3,1855.65,Fiber optic,No,Yes,No,No,No,Yes,Female,0,No,No,No,
4535,2018-09-01,,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,No,Yes,Yes,
4536,2014-02-01,,Two year,Yes,Bank transfer (automatic),26.25,1988.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
4537,2015-06-01,,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,Fiber optic,No,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,
4538,2019-05-01,,Month-to-month,Yes,Credit card (automatic),20.45,147.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4539,2014-02-01,,Two year,Yes,Bank transfer (automatic),115.8,8424.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,
4540,2018-06-01,,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,
4541,2018-07-01,,Two year,No,Mailed check,20.2,387.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4542,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,67.75,116.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4543,2015-09-01,,One year,No,Credit card (automatic),54.9,3045.75,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,
4544,2017-08-01,2019-11-01,Month-to-month,Yes,Electronic check,85.25,2287.25,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes,
4545,2019-08-01,,Month-to-month,No,Bank transfer (automatic),20.15,130.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4546,2019-05-01,,One year,Yes,Electronic check,90.35,767.9,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,
4547,2019-06-01,,Month-to-month,No,Electronic check,55.75,446.8,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,
4548,2014-03-01,,Two year,No,Bank transfer (automatic),114.6,8100.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,
4549,2019-03-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,Yes,
4550,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,20.0,20.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4551,2014-03-01,,One year,No,Bank transfer (automatic),66.8,4689.15,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,
4552,2014-06-01,,One year,Yes,Electronic check,100.3,6754.35,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,
4553,2017-04-01,,Month-to-month,Yes,Electronic check,105.35,3540.65,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,
4554,2017-12-01,,One year,Yes,Electronic check,85.2,2184.6,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,No,No,No,
4555,2018-01-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,
4556,2019-07-01,,Month-to-month,Yes,Mailed check,18.95,130.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4557,2018-06-01,,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
4558,2015-02-01,,Month-to-month,Yes,Electronic check,106.15,6411.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,
4559,2014-02-01,,Two year,No,Electronic check,20.55,1432.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4560,2014-02-01,,One year,Yes,Credit card (automatic),105.75,7629.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,
4561,2019-10-01,,Month-to-month,No,Mailed check,25.25,101.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,
4562,2018-10-01,,Month-to-month,No,Electronic check,19.75,313.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4563,2014-12-01,,One year,Yes,Electronic check,104.85,6312.9,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,
4564,2019-04-01,,Month-to-month,Yes,Mailed check,60.95,629.55,DSL,No,No,No,Yes,No,Yes,Female,0,No,No,No,
4565,2017-07-01,,Month-to-month,Yes,Electronic check,81.15,2640.55,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,
4566,2014-03-01,,Two year,No,Credit card (automatic),19.1,1372.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
4567,2015-04-01,,Two year,No,Mailed check,20.8,1212.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4568,2014-04-01,,Two year,Yes,Credit card (automatic),90.15,6237.05,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
4569,2014-03-01,,Two year,No,Electronic check,90.1,6310.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,
4570,2014-05-01,,Two year,No,Credit card (automatic),74.1,5031.0,DSL,Yes,No,Yes,Yes,No,Yes,Male,1,No,No,Yes,
4571,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,85.05,85.05,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes,
4572,2014-02-01,,Two year,Yes,Bank transfer (automatic),118.75,8672.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,
4573,2017-12-01,,Month-to-month,No,Credit card (automatic),85.9,2196.45,Fiber optic,No,No,No,Yes,No,Yes,Female,0,Yes,No,No,
4574,2017-05-01,,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,
4575,2019-04-01,,Two year,No,Mailed check,20.15,220.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
4576,2015-05-01,,Two year,No,Credit card (automatic),101.3,5779.6,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,1,No,No,Yes,
4577,2019-04-01,,Month-to-month,Yes,Electronic check,21.2,222.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4578,2016-11-01,,One year,Yes,Mailed check,24.2,914.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
4579,2019-03-01,,Month-to-month,No,Bank transfer (automatic),20.3,246.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4580,2018-03-01,2019-12-01,Month-to-month,Yes,Electronic check,102.8,2110.15,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,
4581,2014-06-01,,Two year,No,Bank transfer (automatic),85.3,5560.0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,
4582,2018-08-01,,One year,Yes,Credit card (automatic),89.6,1633.0,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,
4583,2019-05-01,2019-11-01,Month-to-month,Yes,Mailed check,99.95,547.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,
4584,2018-08-01,,Month-to-month,No,Mailed check,56.25,969.85,DSL,Yes,No,No,No,No,No,Male,0,No,No,Yes,
4585,2015-10-01,,One year,Yes,Bank transfer (automatic),50.95,2610.65,DSL,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,
4586,2015-06-01,,Two year,No,Mailed check,115.85,6567.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,
4587,2016-05-01,,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,
4588,2014-07-01,,Two year,Yes,Mailed check,26.1,1759.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
4589,2019-11-01,,Month-to-month,No,Mailed check,35.1,101.1,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,No,No,
4590,2014-09-01,,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,
4591,2014-11-01,,Two year,No,Mailed check,67.25,4234.15,DSL,No,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes,
4592,2019-03-01,,Two year,No,Mailed check,25.0,300.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
4593,2020-01-01,,Month-to-month,Yes,Mailed check,59.55,59.55,DSL,No,No,No,Yes,No,Yes,Male,0,No,Yes,No,
4594,2015-07-01,,Two year,Yes,Bank transfer (automatic),77.8,4323.35,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,
4595,2018-01-01,,One year,Yes,Mailed check,55.1,1466.1,DSL,No,No,No,Yes,No,No,Male,0,Yes,Yes,Yes,
4596,2013-10-01,2019-10-01,One year,Yes,Bank transfer (automatic),117.8,8684.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,
4597,2014-02-01,,Two year,Yes,Credit card (automatic),24.15,1776.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,
4598,2014-09-01,,Two year,No,Mailed check,45.25,2933.95,DSL,No,Yes,No,Yes,Yes,No,Female,0,No,Yes,No,
4599,2015-04-01,2019-10-01,Month-to-month,Yes,Electronic check,79.5,4370.25,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,Yes,
4600,2019-07-01,,Month-to-month,No,Mailed check,20.25,144.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4601,2014-02-01,,Two year,No,Bank transfer (automatic),64.75,4804.75,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,
4602,2018-05-01,,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,DSL,No,No,No,No,Yes,No,Male,0,Yes,No,No,
4603,2019-12-01,,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4604,2019-10-01,,Month-to-month,Yes,Electronic check,94.75,422.4,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,No,No,No,
4605,2019-07-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Fiber optic,No,No,No,Yes,No,No,Male,0,Yes,No,Yes,
4606,2014-02-01,,Two year,No,Credit card (automatic),115.8,8332.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,
4607,2019-08-01,,Month-to-month,Yes,Electronic check,49.45,314.6,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,
4608,2015-10-01,,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,No,
4609,2014-05-01,,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,
4610,2019-05-01,2020-01-01,Month-to-month,Yes,Electronic check,94.7,740.3,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,
4611,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,No,
4612,2014-11-01,,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,
4613,2015-02-01,,One year,Yes,Credit card (automatic),116.6,7049.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,
4614,2019-02-01,,Month-to-month,No,Bank transfer (automatic),54.2,690.5,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,No,No,
4615,2019-01-01,,Month-to-month,Yes,Mailed check,19.3,279.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4616,2018-04-01,,Month-to-month,No,Mailed check,65.05,1427.55,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,Yes,
4617,2019-07-01,2019-12-01,Month-to-month,Yes,Electronic check,92.5,452.7,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,
4618,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,19.45,19.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
4619,2014-02-01,,Two year,Yes,Bank transfer (automatic),24.05,1709.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
4620,2019-12-01,,Month-to-month,No,Bank transfer (automatic),18.75,53.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4621,2016-10-01,,Two year,No,Bank transfer (automatic),20.15,777.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
4622,2016-06-01,,One year,No,Bank transfer (automatic),20.0,860.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4623,2014-03-01,,One year,Yes,Bank transfer (automatic),71.0,5012.1,DSL,Yes,Yes,No,Yes,Yes,No,Male,1,Yes,No,No,
4624,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,75.55,166.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
4625,2017-12-01,,Month-to-month,Yes,Electronic check,93.6,2404.1,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,
4626,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,70.0,70.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4627,2020-01-01,,Month-to-month,No,Mailed check,24.4,24.4,DSL,No,No,No,No,No,No,Female,0,No,No,No,
4628,2014-08-01,2020-01-01,Two year,Yes,Bank transfer (automatic),74.8,4820.15,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,
4629,2019-11-01,,Month-to-month,Yes,Mailed check,65.25,209.9,DSL,No,No,No,Yes,Yes,No,Male,0,No,No,Yes,
4630,2019-01-01,,Month-to-month,Yes,Mailed check,50.55,610.75,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,
4631,2017-01-01,2019-10-01,Month-to-month,Yes,Electronic check,104.4,3409.6,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,
4632,2020-01-01,,Month-to-month,Yes,Mailed check,70.7,70.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4633,2019-10-01,,Month-to-month,No,Mailed check,45.25,155.35,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,
4634,2019-12-01,,Month-to-month,Yes,Electronic check,70.3,144.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4635,2014-02-01,,Two year,Yes,Credit card (automatic),108.95,7875.0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,
4636,2017-01-01,,Month-to-month,No,Mailed check,26.45,911.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
4637,2018-07-01,2019-10-01,Month-to-month,No,Electronic check,86.2,1270.2,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,No,
4638,2018-03-01,,One year,Yes,Credit card (automatic),19.65,478.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4639,2017-05-01,2019-11-01,Month-to-month,No,Credit card (automatic),51.2,1561.5,DSL,No,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,
4640,2016-08-01,,One year,Yes,Electronic check,19.05,761.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,
4641,2017-06-01,,One year,No,Mailed check,74.75,2282.95,DSL,Yes,No,No,No,Yes,Yes,Female,0,No,No,Yes,
4642,2018-04-01,,Month-to-month,Yes,Bank transfer (automatic),75.8,1615.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,
4643,2016-08-01,,Month-to-month,Yes,Credit card (automatic),25.1,1097.15,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,
4644,2019-06-01,,Month-to-month,No,Mailed check,44.45,369.3,DSL,No,No,No,No,No,No,Female,0,No,No,No,
4645,2014-09-01,,Two year,Yes,Credit card (automatic),104.3,6725.3,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,
4646,2019-10-01,2019-12-01,Month-to-month,No,Mailed check,19.5,31.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4647,2014-04-01,,Two year,Yes,Bank transfer (automatic),89.0,6293.2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,
4648,2018-04-01,,Month-to-month,No,Credit card (automatic),20.15,432.5,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
4649,2019-08-01,2019-12-01,Month-to-month,Yes,Electronic check,74.9,321.75,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,
4650,2019-08-01,2019-10-01,Month-to-month,No,Credit card (automatic),74.9,147.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,
4651,2014-07-01,,Two year,No,Bank transfer (automatic),36.15,2434.45,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,
4652,2018-01-01,,Month-to-month,Yes,Credit card (automatic),19.2,532.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,
4653,2018-06-01,,Month-to-month,No,Bank transfer (automatic),19.25,375.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,
4654,2019-12-01,,Month-to-month,Yes,Credit card (automatic),61.2,125.95,DSL,Yes,No,No,No,No,Yes,Female,0,No,Yes,No,
4655,2015-11-01,,Two year,No,Mailed check,20.45,1042.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,
4656,2016-04-01,,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,
4657,2017-09-01,2019-10-01,Month-to-month,Yes,Electronic check,100.25,2387.75,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,
4658,2019-01-01,,Month-to-month,No,Mailed check,44.0,659.35,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,
4659,2017-11-01,2019-12-01,Month-to-month,Yes,Mailed check,102.8,2660.2,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,
4660,2017-12-01,,One year,No,Mailed check,50.35,1285.8,DSL,No,No,Yes,No,No,No,Male,0,Yes,Yes,No,
4661,2016-06-01,2020-01-01,One year,Yes,Electronic check,100.0,4211.55,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,
4662,2018-07-01,,Month-to-month,Yes,Electronic check,20.0,377.55,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,
4663,2018-12-01,2019-10-01,Month-to-month,Yes,Electronic check,99.85,990.9,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,
4664,2019-09-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,Yes,Yes,
